Rider_ID,Full_Name,Gender,Date_of_Birth,Nationality,City,Phone,Email,Registration_Date,Status,Last_Ride_Date,Total_Rides,Total_Spent_SAR,Average_Rating_Given,Preferred_Payment_Method,Account_Tier,Women_Preferred_Rider
RDR000427,Jasser Al-Khalifa,Male,7/25/2005,Saudi,Tabuk,512968249,jasser.alkhalifa72@email.com,8/6/2019,Active,3/10/2023,449,12775.87,4.25,Cash,Diamond,No
RDR000428,Nawaf Al-Ali,Male,11/28/1982,Saudi,Mecca,513701318,nawaf.alali92@email.com,9/19/2019,Active,3/10/2023,67,2206.45,4.93,Apple Pay,Gold,No
RDR000429,Maha Al-Faisal,Female,1/12/1998,Filipino,Medina,578176556,maha.alfaisal53@email.com,1/26/2024,Active,3/10/2023,714,13799.47,4.51,Apple Pay,Diamond,Yes
RDR000430,Fatima Al-Muhanna,Female,8/11/2005,Pakistani,Riyadh,565527409,fatima.almuhanna94@email.com,1/7/2023,Active,3/10/2023,794,15749.96,4.97,Cash,Diamond,Yes
RDR000431,Turki Al-Rashid,Male,1/8/1977,Yemeni,Taif,562002811,turki.alrashid53@email.com,5/4/2020,Active,3/10/2023,97,2564.56,4.92,Cash,Gold,No
RDR000432,Maha Al-Rajhi,Female,1/19/1986,Saudi,Mecca,534772080,maha.alrajhi34@email.com,1/28/2020,Active,3/10/2023,182,4921.8,4.56,Apple Pay,Platinum,Yes
RDR000433,Hamad Al-Marri,Male,10/23/2005,Yemeni,Jeddah,560082940,hamad.almarri13@email.com,11/15/2024,Active,3/10/2023,621,12454.4,3.59,Cash,Diamond,No
RDR000434,Ahmed Al-Hamdan,Male,9/24/2000,Saudi,Dhahran,595427135,ahmed.alhamdan80@email.com,6/8/2022,Inactive,9/13/2025,73,2186.06,4.06,Credit Card,Gold,No
RDR000435,Nawaf Al-Dosari,Male,7/2/2000,Pakistani,Mecca,529978275,nawaf.aldosari57@email.com,9/22/2025,Active,3/10/2023,182,2895.67,4.84,Mada,Platinum,No
RDR000436,Yousef Al-Saleh,Male,12/29/2003,Indian,Dammam,535925455,yousef.alsaleh78@email.com,3/17/2020,Active,3/10/2023,185,3636.65,4.39,Debit Card,Platinum,No
RDR000437,Anoud Al-Jasser,Female,6/2/1997,Egyptian,Dhahran,528975887,anoud.aljasser31@email.com,1/9/2024,Active,3/10/2023,685,30010.95,4.33,Apple Pay,Diamond,Yes
RDR000438,Sarah Al-Sulaiman,Female,1/13/2004,Pakistani,Riyadh,522207568,sarah.alsulaiman85@email.com,5/21/2024,Active,3/10/2023,676,23419.43,4.56,Cash,Diamond,No
RDR000439,Mona Al-Baker,Female,5/5/1989,Jordanian,Khobar,568403344,mona.albaker49@email.com,7/8/2020,Active,3/10/2023,203,3546.75,3.94,Mada,Platinum,Yes
RDR000440,Rashed Al-Jasser,Male,10/12/1977,Sudanese,Taif,517397482,rashed.aljasser68@email.com,11/2/2025,Active,3/10/2023,510,20368.24,4.99,Apple Pay,Diamond,No
RDR000441,Saad Al-Saleh,Male,7/1/1984,Saudi,Tabuk,516336089,saad.alsaleh39@email.com,5/28/2025,Active,3/10/2023,657,17441.41,3.97,Credit Card,Diamond,No
RDR000442,Noura Al-Anazi,Female,6/17/2006,Saudi,Abha,523240677,noura.alanazi59@email.com,11/16/2024,Active,3/10/2023,521,22662.94,4.06,Mada,Diamond,No
RDR000443,Huda Al-Nasser,Female,3/23/1999,Sudanese,Taif,525613685,huda.alnasser38@email.com,4/26/2021,Active,3/10/2023,628,9509.28,3.52,Cash,Diamond,Yes
RDR000444,Hanan Al-Mansour,Female,8/10/1981,Saudi,Medina,593451717,hanan.almansour86@email.com,3/3/2023,Active,3/10/2023,412,9371.17,3.57,Debit Card,Diamond,No
RDR000445,Samar Al-Khalifa,Female,7/26/1986,Saudi,Dhahran,590548035,samar.alkhalifa2@email.com,2/11/2019,Active,3/10/2023,424,14329.55,4.07,Debit Card,Diamond,Yes
RDR000446,Maha Al-Hassan,Female,10/12/1993,Saudi,Jeddah,544426734,maha.alhassan88@email.com,4/13/2020,Active,3/10/2023,501,18261.8,3.6,Cash,Diamond,No
RDR000447,Jawaher Al-Baker,Female,8/1/2004,Pakistani,Tabuk,576836028,jawaher.albaker26@email.com,12/7/2021,Active,3/10/2023,123,2314.05,4.09,Debit Card,Gold,No
RDR000448,Aljohara Al-Dosari,Female,6/10/2005,Saudi,Jeddah,568512034,aljohara.aldosari79@email.com,7/25/2021,Inactive,10/27/2023,24,627.05,3.63,Mada,Silver,No
RDR000449,Sarah Al-Khalid,Female,2/25/1993,Saudi,Medina,533559104,sarah.alkhalid45@email.com,5/11/2021,Active,3/10/2023,45,1298.75,4.35,Debit Card,Silver,No
RDR000450,Thamer Al-Mansour,Male,5/25/1993,Yemeni,Mecca,568904348,thamer.almansour4@email.com,4/10/2022,Active,3/10/2023,231,9503.37,3.78,Debit Card,Platinum,No
RDR000451,Ali Al-Saif,Male,12/2/2005,Saudi,Abha,518741781,ali.alsaif53@email.com,3/24/2022,Active,3/10/2023,147,4489.59,4.32,Apple Pay,Gold,No
RDR000452,Bander Al-Hamdan,Male,5/14/1991,Saudi,Khobar,585525880,bander.alhamdan8@email.com,6/7/2019,Active,3/10/2023,107,4217,4.53,Credit Card,Gold,No
RDR000453,Hassan Al-Otaibi,Male,9/16/1977,Filipino,Tabuk,561911006,hassan.alotaibi58@email.com,2/12/2025,Inactive,5/2/2025,74,3130.74,4.47,Apple Pay,Gold,No
RDR000454,Mubarak Al-Muhanna,Male,2/3/1988,Pakistani,Dammam,558336521,mubarak.almuhanna29@email.com,11/14/2022,Active,3/10/2023,652,12604.61,4.18,Debit Card,Diamond,No
RDR000455,Mishal Al-Farsi,Male,7/22/2006,Indian,Mecca,565079123,mishal.alfarsi91@email.com,2/16/2023,Active,3/10/2023,443,18337.61,4.71,Debit Card,Diamond,No
RDR000456,Thamer Al-Shehri,Male,3/5/1988,Indian,Khobar,562135917,thamer.alshehri60@email.com,5/2/2021,Active,3/10/2023,432,11191.74,4.83,Cash,Diamond,No
RDR000457,Yara Al-Shehri,Female,11/21/1978,Filipino,Abha,558776722,yara.alshehri60@email.com,4/23/2021,Active,3/10/2023,730,22955.7,3.79,Debit Card,Diamond,No
RDR000458,Razan Al-Saleh,Female,12/29/1994,Filipino,Medina,565313521,razan.alsaleh7@email.com,5/29/2023,Active,3/10/2023,112,2350.02,4.31,Cash,Gold,Yes
RDR000459,Mishal Al-Sabah,Male,1/5/1983,Yemeni,Dhahran,533131189,mishal.alsabah35@email.com,1/8/2021,Active,3/10/2023,25,1112.72,4.54,Cash,Silver,No
RDR000460,Thamer Al-Mazrou,Male,8/10/2002,Indian,Medina,552441605,thamer.almazrou79@email.com,9/9/2020,Active,3/10/2023,480,20635.49,3.87,Mada,Diamond,No
RDR000461,Omar Al-Harbi,Male,6/18/1992,Saudi,Jeddah,530213583,omar.alharbi28@email.com,3/29/2019,Inactive,8/14/2019,43,1041.75,4.78,Apple Pay,Silver,No
RDR000462,Meshari Al-Muhanna,Male,8/9/2000,Saudi,Khobar,550700248,meshari.almuhanna13@email.com,7/17/2025,Active,3/10/2023,458,17894.1,4.21,Mada,Diamond,No
RDR000463,Sultan Al-Malki,Male,9/9/1983,Yemeni,Dhahran,573024306,sultan.almalki90@email.com,4/30/2020,Active,3/10/2023,634,28212.42,4.11,Cash,Diamond,No
RDR000464,Yousef Al-Ghamdi,Male,6/13/1991,Indian,Taif,532878479,yousef.alghamdi99@email.com,2/2/2020,Active,3/10/2023,139,2168.21,4.82,Cash,Gold,No
RDR000465,Nada Al-Rumaih,Female,1/15/1983,Egyptian,Tabuk,555604049,nada.alrumaih11@email.com,1/14/2021,Active,3/10/2023,21,873.49,4.96,Mada,Silver,Yes
RDR000466,Saleh Al-Faisal,Male,1/29/1994,Saudi,Mecca,521149828,saleh.alfaisal46@email.com,3/30/2020,Active,3/10/2023,685,22662.8,3.8,Mada,Diamond,No
RDR000467,Aisha Al-Muhanna,Female,6/8/1985,Saudi,Tabuk,579851147,aisha.almuhanna4@email.com,9/8/2023,Active,3/10/2023,374,11103.41,4.78,Debit Card,Diamond,No
RDR000468,Ali Al-Saleh,Male,1/3/1979,Indian,Dammam,598504582,ali.alsaleh11@email.com,1/13/2024,Active,3/10/2023,346,8645.7,3.56,Mada,Diamond,No
RDR000469,Nasser Al-Muhanna,Male,4/11/1977,Yemeni,Riyadh,546276862,nasser.almuhanna90@email.com,6/7/2025,Inactive,9/20/2025,61,1601.51,4.07,Credit Card,Gold,No
RDR000470,Raghad Al-Shammari,Female,7/16/1986,Saudi,Khobar,545792181,raghad.alshammari11@email.com,6/26/2020,Active,3/10/2023,737,31249.33,3.89,Debit Card,Diamond,No
RDR000471,Rashed Al-Khalid,Male,7/9/2000,Egyptian,Jeddah,518718672,rashed.alkhalid20@email.com,4/5/2019,Active,3/10/2023,781,25114.82,3.66,Credit Card,Diamond,No
RDR000472,Saad Al-Harbi,Male,4/22/2005,Saudi,Riyadh,588216040,saad.alharbi81@email.com,2/25/2019,Active,3/10/2023,350,15389.27,4.81,Cash,Diamond,No
RDR000473,Joud Al-Dosari,Female,2/21/2000,Saudi,Tabuk,522292455,joud.aldosari1@email.com,5/14/2020,Inactive,3/24/2021,26,727.72,4.88,Credit Card,Silver,No
RDR000474,Khalid Al-Mutairi,Male,9/11/1976,Indian,Dhahran,591263173,khalid.almutairi91@email.com,8/5/2022,Active,3/10/2023,198,4075.23,4.21,Debit Card,Platinum,No
RDR000475,Noura Al-Marri,Female,8/27/1982,Saudi,Mecca,526644381,noura.almarri90@email.com,9/10/2024,Inactive,10/5/2025,26,984.1,3.89,Cash,Silver,Yes
RDR000476,Ghada Al-Malki,Female,9/4/1998,Jordanian,Dhahran,543681911,ghada.almalki45@email.com,8/23/2025,Active,3/10/2023,423,15677.77,4.26,Apple Pay,Diamond,Yes
RDR000477,Jawaher Al-Malki,Female,11/17/2004,Yemeni,Jeddah,569851981,jawaher.almalki2@email.com,9/10/2019,Inactive,9/13/2021,94,4165.61,3.59,Cash,Gold,No
RDR000478,Razan Al-Saif,Female,11/30/1986,Egyptian,Jeddah,577067918,razan.alsaif39@email.com,5/20/2025,Active,3/10/2023,327,12394.08,4.18,Mada,Diamond,Yes
RDR000479,Hassan Al-Rumaih,Male,11/30/1993,Jordanian,Mecca,572226540,hassan.alrumaih60@email.com,6/24/2019,Active,3/10/2023,420,11997.42,4.2,Cash,Diamond,No
RDR000480,Mishal Al-Shammari,Male,10/6/2001,Jordanian,Riyadh,559084772,mishal.alshammari2@email.com,7/25/2020,Active,3/10/2023,391,10960.29,4.98,Mada,Diamond,No
RDR000481,Sultan Al-Rumaih,Male,5/2/1993,Saudi,Mecca,512909930,sultan.alrumaih64@email.com,6/7/2021,Active,3/10/2023,401,10733.55,4.21,Apple Pay,Diamond,No
RDR000482,Hind Al-Hassan,Female,8/9/1986,Yemeni,Medina,518020907,hind.alhassan46@email.com,6/15/2024,Active,3/10/2023,512,22447.71,4.15,Debit Card,Diamond,Yes
RDR000483,Aljohara Al-Saif,Female,6/18/1986,Saudi,Dammam,551340090,aljohara.alsaif81@email.com,8/2/2020,Active,3/10/2023,507,10017.34,4.71,Cash,Diamond,No
RDR000484,Reem Al-Saif,Female,9/19/2002,Egyptian,Mecca,585876997,reem.alsaif61@email.com,12/9/2024,Active,3/10/2023,743,12552.06,4.06,Mada,Diamond,Yes
RDR000485,Amal Al-Nasser,Female,11/18/1995,Pakistani,Khobar,555735675,amal.alnasser74@email.com,8/14/2021,Active,3/10/2023,321,12459.47,4.45,Cash,Diamond,No
RDR000486,Rashed Al-Mazrou,Male,8/6/2007,Egyptian,Medina,578579952,rashed.almazrou13@email.com,8/25/2025,Active,3/10/2023,256,6790.22,4.23,Cash,Platinum,No
RDR000487,Rashed Al-Mutairi,Male,12/28/1990,Saudi,Abha,547072327,rashed.almutairi92@email.com,7/3/2024,Active,3/10/2023,746,14392.21,3.9,Cash,Diamond,No
RDR000488,Khalil Al-Mahmoud,Male,3/25/1996,Egyptian,Medina,575055025,khalil.almahmoud41@email.com,1/13/2019,Active,3/10/2023,636,21079.03,4.22,Debit Card,Diamond,No
RDR000489,Faisal Al-Saif,Male,12/24/1984,Pakistani,Tabuk,547910637,faisal.alsaif32@email.com,5/8/2020,Active,3/10/2023,63,2439.44,4.6,Debit Card,Gold,No
RDR000490,Fatima Al-Saleh,Female,7/24/1989,Saudi,Dammam,559476902,fatima.alsaleh60@email.com,4/16/2021,Active,3/10/2023,26,995.12,3.54,Mada,Silver,No
RDR000491,Layan Al-Jasser,Female,1/5/1988,Saudi,Mecca,536545674,layan.aljasser91@email.com,8/29/2025,Active,3/10/2023,322,10689.2,3.66,Apple Pay,Diamond,Yes
RDR000492,Rashed Al-Rashid,Male,4/28/1994,Sudanese,Jeddah,560335546,rashed.alrashid71@email.com,8/3/2019,Active,3/10/2023,566,8922.4,4.22,Debit Card,Diamond,No
RDR000493,Maram Al-Faisal,Female,12/6/1993,Filipino,Mecca,586306755,maram.alfaisal6@email.com,8/30/2022,Active,3/10/2023,779,32326.78,3.55,Apple Pay,Diamond,Yes
RDR000494,Mubarak Al-Harbi,Male,12/3/1997,Saudi,Jeddah,558360919,mubarak.alharbi46@email.com,7/27/2020,Active,3/10/2023,536,13477.58,3.75,Mada,Diamond,No
RDR000495,Joud Al-Harbi,Female,4/22/1977,Saudi,Taif,583564403,joud.alharbi12@email.com,6/29/2023,Active,3/10/2023,538,21213.84,4.12,Cash,Diamond,Yes
RDR000496,Ibrahim Al-Hassan,Male,3/9/1977,Saudi,Medina,574249118,ibrahim.alhassan6@email.com,8/20/2019,Active,3/10/2023,572,9303.74,3.54,Mada,Diamond,No
RDR000497,Sultan Al-Shehri,Male,8/8/2007,Pakistani,Abha,548874742,sultan.alshehri64@email.com,8/1/2022,Active,3/10/2023,775,12171.68,4.45,Cash,Diamond,No
RDR000498,Huda Al-Otaibi,Female,11/6/2004,Filipino,Medina,559407992,huda.alotaibi66@email.com,8/12/2025,Inactive,3/8/2025,63,2643.31,3.51,Mada,Gold,Yes
RDR000499,Sultan Al-Zamil,Male,4/17/2001,Saudi,Riyadh,591553176,sultan.alzamil33@email.com,12/25/2025,Active,3/10/2023,570,14269.71,4.06,Cash,Diamond,No
RDR000500,Wafa Al-Faisal,Female,4/30/1978,Pakistani,Jeddah,564450900,wafa.alfaisal27@email.com,3/14/2022,Active,3/10/2023,457,9389.05,4.41,Mada,Diamond,Yes
RDR000501,Majed Al-Fahad,Male,11/9/1994,Egyptian,Tabuk,572247467,majed.alfahad7@email.com,5/8/2022,Active,3/10/2023,691,23794.52,3.82,Cash,Diamond,No
RDR000502,Ibrahim Al-Nasser,Male,3/18/1999,Indian,Abha,562153213,ibrahim.alnasser93@email.com,4/8/2019,Active,3/10/2023,222,5510.21,4.74,Apple Pay,Platinum,No
RDR000503,Dana Al-Mohammed,Female,12/24/2004,Filipino,Taif,524396406,dana.almohammed1@email.com,4/16/2025,Active,3/10/2023,684,27757.02,4.79,Debit Card,Diamond,No
RDR000504,Sami Al-Saud,Male,1/23/2006,Egyptian,Dammam,538898236,sami.alsaud83@email.com,12/28/2023,Active,3/10/2023,582,12061.11,4.94,Credit Card,Diamond,No
RDR000505,Razan Al-Harbi,Female,12/1/1994,Saudi,Dammam,545262440,razan.alharbi59@email.com,9/7/2023,Active,3/10/2023,305,13085.65,4.66,Credit Card,Diamond,No
RDR000506,Yousef Al-Rashid,Male,4/17/1977,Pakistani,Taif,546659499,yousef.alrashid35@email.com,12/16/2020,Inactive,7/10/2021,93,1457.94,3.85,Cash,Gold,No
RDR000507,Huda Al-Ghamdi,Female,1/24/1989,Indian,Medina,565354646,huda.alghamdi23@email.com,9/24/2019,Active,3/10/2023,387,17100.45,3.54,Cash,Diamond,Yes
RDR000508,Abdullah Al-Khalifa,Male,1/11/2000,Saudi,Dammam,570128082,abdullah.alkhalifa1@email.com,5/16/2024,Active,3/10/2023,274,12295.78,3.54,Apple Pay,Platinum,No
RDR000509,Badr Al-Jasser,Male,7/1/2004,Filipino,Taif,559297789,badr.aljasser59@email.com,8/6/2021,Active,3/10/2023,761,30151.91,3.57,Apple Pay,Diamond,No
RDR000510,Meshari Al-Turki,Male,8/29/2000,Filipino,Abha,563925890,meshari.alturki48@email.com,1/23/2025,Active,3/10/2023,753,21855.47,4.46,Cash,Diamond,No
RDR000511,Jawaher Al-Ghamdi,Female,4/16/2002,Egyptian,Taif,558139696,jawaher.alghamdi83@email.com,1/30/2025,Active,3/10/2023,443,12845.52,3.63,Apple Pay,Diamond,No
RDR000512,Fahad Al-Rajhi,Male,4/24/2001,Filipino,Abha,528726231,fahad.alrajhi27@email.com,8/17/2020,Active,3/10/2023,554,22016.27,4.45,Mada,Diamond,No
RDR000513,Lama Al-Shammari,Female,1/14/1997,Pakistani,Jeddah,599206059,lama.alshammari22@email.com,8/15/2024,Active,3/10/2023,533,19822.98,3.66,Credit Card,Diamond,No
RDR000514,Wadha Al-Zahrani,Female,8/21/1998,Filipino,Khobar,557128455,wadha.alzahrani96@email.com,3/10/2023,Active,3/10/2023,405,11032.18,4.28,Cash,Diamond,No
RDR000515,Hassan Al-Kaabi,Male,12/27/2001,Saudi,Mecca,551145240,hassan.alkaabi31@email.com,2/10/2021,Active,3/10/2023,517,19477.47,4.7,Cash,Diamond,No
RDR000516,Samar Al-Zamil,Female,12/9/1977,Saudi,Jeddah,518995520,samar.alzamil33@email.com,2/21/2021,Inactive,5/25/2021,38,1085.96,3.68,Debit Card,Silver,Yes
RDR000517,Yara Al-Saud,Female,9/8/1980,Filipino,Tabuk,574215060,yara.alsaud82@email.com,5/14/2022,Active,3/10/2023,384,12842.53,3.81,Cash,Diamond,Yes
RDR000518,Sarah Al-Mohammed,Female,7/3/1989,Sudanese,Khobar,588802545,sarah.almohammed80@email.com,12/10/2022,Inactive,5/3/2025,50,2070.95,4.63,Credit Card,Silver,No
RDR000519,Aisha Al-Mansour,Female,5/2/2004,Saudi,Riyadh,542935623,aisha.almansour93@email.com,6/19/2024,Active,3/10/2023,89,3552.78,4.21,Cash,Gold,No
RDR000520,Jasser Al-Mansour,Male,9/4/1983,Sudanese,Khobar,570558903,jasser.almansour28@email.com,9/15/2021,Active,3/10/2023,481,16070.94,3.55,Apple Pay,Diamond,No
RDR000521,Ahmed Al-Shehri,Male,9/9/1987,Saudi,Tabuk,585839721,ahmed.alshehri50@email.com,4/26/2019,Active,3/10/2023,456,17801.89,3.6,Debit Card,Diamond,No
RDR000522,Ibrahim Al-Rumaih,Male,9/5/2006,Saudi,Jeddah,590681007,ibrahim.alrumaih43@email.com,10/17/2024,Active,3/10/2023,463,12872.3,3.94,Debit Card,Diamond,No
RDR000523,Abdullah Al-Fahad,Male,7/17/2000,Jordanian,Taif,515888759,abdullah.alfahad39@email.com,6/14/2024,Active,3/10/2023,397,8130.69,4.66,Mada,Diamond,No
RDR000524,Wadha Al-Hassan,Female,3/22/1983,Saudi,Taif,568800423,wadha.alhassan64@email.com,4/20/2020,Active,3/10/2023,143,3718.04,3.7,Cash,Gold,No
RDR000525,Meshari Al-Zamil,Male,7/10/1989,Saudi,Jeddah,518747686,meshari.alzamil12@email.com,9/11/2023,Active,3/10/2023,286,6544.61,4.15,Mada,Platinum,No
RDR000526,Aljohara Al-Faisal,Female,8/3/2004,Filipino,Abha,535070625,aljohara.alfaisal86@email.com,9/23/2021,Active,3/10/2023,141,2946.27,3.68,Debit Card,Gold,No
RDR000527,Wafa Al-Ali,Female,5/21/1999,Saudi,Jeddah,550311369,wafa.alali18@email.com,1/29/2021,Active,3/10/2023,119,4450.51,4.34,Debit Card,Gold,Yes
RDR000528,Noura Al-Khalid,Female,11/10/1994,Saudi,Riyadh,552886482,noura.alkhalid32@email.com,4/6/2020,Active,3/10/2023,273,11143.2,4.38,Credit Card,Platinum,No
RDR000529,Khalil Al-Ali,Male,3/6/1984,Saudi,Taif,529610873,khalil.alali86@email.com,5/27/2021,Active,3/10/2023,398,7485.85,4.33,Mada,Diamond,No
RDR000530,Abdullah Al-Ali,Male,5/26/1980,Egyptian,Abha,540244897,abdullah.alali34@email.com,10/25/2019,Active,3/10/2023,253,6879.51,4.44,Cash,Platinum,No
RDR000531,Sarah Al-Hamdan,Female,4/15/1988,Filipino,Dhahran,540161549,sarah.alhamdan96@email.com,4/24/2019,Active,3/10/2023,744,31415.58,4.9,Cash,Diamond,Yes
RDR000532,Dana Al-Mahmoud,Female,1/29/2007,Jordanian,Tabuk,518903195,dana.almahmoud72@email.com,11/5/2024,Active,3/10/2023,792,13895.86,3.61,Cash,Diamond,No
RDR000533,Fahad Al-Turki,Male,11/7/1994,Pakistani,Dammam,591241436,fahad.alturki42@email.com,5/30/2023,Active,3/10/2023,666,28358.15,4.71,Apple Pay,Diamond,No
RDR000534,Wadha Al-Mansour,Female,4/23/2002,Indian,Tabuk,555241475,wadha.almansour12@email.com,4/13/2025,Active,3/10/2023,620,22160.49,4.4,Cash,Diamond,No
RDR000535,Ibrahim Al-Khalifa,Male,9/22/1997,Filipino,Dammam,535671365,ibrahim.alkhalifa45@email.com,3/29/2022,Active,3/10/2023,234,10335.83,3.97,Apple Pay,Platinum,No
RDR000536,Hamad Al-Sabah,Male,12/18/1980,Saudi,Dhahran,549596283,hamad.alsabah25@email.com,2/14/2022,Active,3/10/2023,435,15491.7,4.5,Debit Card,Diamond,No
RDR000537,Maram Al-Nasser,Female,10/27/1979,Saudi,Taif,537613126,maram.alnasser77@email.com,7/10/2025,Active,3/10/2023,121,4682.5,4.59,Apple Pay,Gold,No
RDR000538,Mubarak Al-Turki,Male,5/11/1984,Egyptian,Medina,529641411,mubarak.alturki33@email.com,5/24/2023,Active,3/10/2023,278,9223.9,4.9,Cash,Platinum,No
RDR000539,Reem Al-Mansour,Female,10/7/1983,Filipino,Abha,547190613,reem.almansour66@email.com,5/30/2023,Inactive,7/19/2024,33,1056.78,4.89,Cash,Silver,Yes
RDR000540,Badr Al-Mohammed,Male,5/4/2000,Saudi,Tabuk,558497553,badr.almohammed98@email.com,3/18/2020,Active,3/10/2023,397,15498.48,3.97,Debit Card,Diamond,No
RDR000541,Fahad Al-Harbi,Male,8/29/1977,Jordanian,Dammam,537500238,fahad.alharbi6@email.com,3/16/2020,Active,3/10/2023,275,11478.32,3.69,Credit Card,Platinum,No
RDR000542,Ahmed Al-Zahrani,Male,5/21/1981,Filipino,Khobar,545800669,ahmed.alzahrani71@email.com,2/9/2022,Active,3/10/2023,247,6324.82,3.85,Cash,Platinum,No
RDR000543,Sultan Al-Rashid,Male,5/9/1999,Pakistani,Abha,592717934,sultan.alrashid3@email.com,7/20/2025,Active,3/10/2023,226,9861.33,3.76,Cash,Platinum,No
RDR000544,Sami Al-Mohammed,Male,2/13/1981,Saudi,Jeddah,533292561,sami.almohammed29@email.com,1/27/2020,Active,3/10/2023,417,9751.18,3.83,Cash,Diamond,No
RDR000545,Ali Al-Saleh,Male,12/18/2003,Saudi,Dhahran,564832587,ali.alsaleh92@email.com,7/2/2025,Active,3/10/2023,396,11216.3,4.17,Debit Card,Diamond,No
RDR000546,Mishal Al-Muhanna,Male,6/1/1986,Jordanian,Dhahran,580321416,mishal.almuhanna44@email.com,4/5/2019,Active,3/10/2023,279,6880.81,3.81,Mada,Platinum,No
RDR000547,Layan Al-Marri,Female,10/25/1977,Jordanian,Tabuk,532599802,layan.almarri52@email.com,4/21/2021,Active,3/10/2023,721,15295.24,3.62,Mada,Diamond,Yes
RDR000548,Hind Al-Mahmoud,Female,3/13/1983,Saudi,Dammam,596634490,hind.almahmoud90@email.com,8/3/2021,Active,3/10/2023,481,8148.55,4.94,Mada,Diamond,No
RDR000549,Mishal Al-Mazrou,Male,6/9/1989,Saudi,Khobar,568701780,mishal.almazrou33@email.com,1/12/2023,Active,3/10/2023,503,12799.79,4.15,Cash,Diamond,No
RDR000550,Razan Al-Farsi,Female,8/25/1984,Saudi,Taif,514871204,razan.alfarsi49@email.com,10/9/2020,Active,3/10/2023,600,15562.29,4.47,Cash,Diamond,No
RDR000551,Bander Al-Mutairi,Male,10/12/2001,Saudi,Tabuk,529009798,bander.almutairi56@email.com,3/14/2025,Inactive,9/22/2025,68,1588.17,4.9,Cash,Gold,No
RDR000552,Hassan Al-Shammari,Male,2/15/2006,Filipino,Dammam,597861865,hassan.alshammari95@email.com,11/13/2020,Active,3/10/2023,238,4826.24,4.81,Cash,Platinum,No
RDR000553,Raghad Al-Malki,Female,6/11/2005,Saudi,Medina,546110491,raghad.almalki23@email.com,3/12/2019,Active,3/10/2023,201,6234.74,4.4,Credit Card,Platinum,No
RDR000554,Hanan Al-Ghamdi,Female,4/1/1996,Pakistani,Abha,512780717,hanan.alghamdi65@email.com,2/4/2021,Active,3/10/2023,9,271.22,3.99,Debit Card,Silver,Yes
RDR000555,Bander Al-Qahtani,Male,9/21/1982,Saudi,Taif,572062977,bander.alqahtani32@email.com,9/30/2020,Active,3/10/2023,248,7104.78,4.79,Apple Pay,Platinum,No
RDR000556,Ali Al-Malki,Male,9/27/1984,Indian,Tabuk,563018273,ali.almalki71@email.com,6/23/2019,Inactive,9/2/2021,18,562.39,3.5,Cash,Silver,No
RDR000557,Anoud Al-Sabah,Female,12/25/1984,Jordanian,Khobar,532400338,anoud.alsabah65@email.com,10/16/2025,Active,3/10/2023,768,31286.63,4.11,Apple Pay,Diamond,Yes
RDR000558,Majed Al-Harbi,Male,4/21/1991,Jordanian,Tabuk,550200620,majed.alharbi48@email.com,2/14/2023,Active,3/10/2023,119,1870.24,4.41,Cash,Gold,No
RDR000559,Mona Al-Rashid,Female,3/11/2002,Yemeni,Medina,550530014,mona.alrashid51@email.com,11/19/2023,Active,3/10/2023,769,17175.43,3.72,Cash,Diamond,Yes
RDR000560,Hamed Al-Farsi,Male,9/7/1987,Saudi,Taif,565807734,hamed.alfarsi7@email.com,6/24/2023,Active,3/10/2023,477,10666.19,4.06,Debit Card,Diamond,No
RDR000561,Omar Al-Baker,Male,12/17/2004,Filipino,Khobar,549453440,omar.albaker46@email.com,8/6/2019,Active,3/10/2023,396,15694.6,4.83,Cash,Diamond,No
RDR000562,Sarah Al-Ali,Female,12/20/2007,Saudi,Jeddah,529587604,sarah.alali96@email.com,12/14/2022,Active,3/10/2023,318,11553.94,4.88,Debit Card,Diamond,Yes
RDR000563,Majed Al-Sabah,Male,11/25/1992,Filipino,Khobar,553828083,majed.alsabah37@email.com,4/9/2019,Active,3/10/2023,343,8931.39,4.7,Cash,Diamond,No
RDR000564,Hamed Al-Mohammed,Male,7/7/1991,Egyptian,Dhahran,598666413,hamed.almohammed92@email.com,10/6/2024,Inactive,3/17/2025,65,1832.73,3.6,Debit Card,Gold,No
RDR000565,Lina Al-Ghamdi,Female,6/28/2006,Saudi,Medina,511626011,lina.alghamdi18@email.com,1/17/2020,Active,3/10/2023,283,5896.25,4.09,Credit Card,Platinum,Yes
RDR000566,Lina Al-Anazi,Female,2/18/2001,Saudi,Abha,545635838,lina.alanazi94@email.com,5/16/2025,Active,3/10/2023,216,6367.67,3.5,Credit Card,Platinum,Yes
RDR000567,Dana Al-Mohammed,Female,6/7/1987,Saudi,Jeddah,587449461,dana.almohammed72@email.com,11/24/2019,Active,3/10/2023,351,11034.65,4.43,Apple Pay,Diamond,No
RDR000568,Maram Al-Sabah,Female,4/26/1998,Saudi,Mecca,568233497,maram.alsabah62@email.com,8/12/2025,Active,3/10/2023,286,6625.38,4.71,Debit Card,Platinum,No
RDR000569,Wadha Al-Faisal,Female,7/27/1983,Saudi,Riyadh,539387314,wadha.alfaisal32@email.com,8/20/2025,Active,3/10/2023,264,7637.63,3.66,Debit Card,Platinum,Yes
